customerID,PaymentMethod,PaymentID
3982-XWFZQ,Electronic check,P13187
5774-QPLTF,Mailed check,P13188
2322-VCZHZ,Electronic check,P13189
5010-IPEAQ,Credit card (automatic),P13190
4009-ALQFH,Electronic check,P13191
6383-ZTSIW,Mailed check,P13192
8990-YOZLV,Mailed check,P13193
3069-SSVSN,Mailed check,P13194
5222-IMUKT,Electronic check,P13195
3627-FCRDW,Electronic check,P13196
7562-GSUHK,Credit card (automatic),P13197
6685-XSHHU,Bank transfer (automatic),P13198
8901-UPRHR,Bank transfer (automatic),P13199
4903-UYAVB,Mailed check,P13200
0118-JPNOY,Credit card (automatic),P13201
6776-TLWOI,Mailed check,P13202
3845-FXCYS,Electronic check,P13203
5857-XRECV,Bank transfer (automatic),P13204
0725-CXOTM,Credit card (automatic),P13205
4343-EJVQB,Mailed check,P13206
9000-PLFUZ,Credit card (automatic),P13207
3427-GGZZI,Electronic check,P13208
7779-ORAEL,Credit card (automatic),P13209
0644-OQMDK,Electronic check,P13210
4077-CROMM,Electronic check,P13211
3154-CFSZG,Electronic check,P13212
2868-MZAGQ,Electronic check,P13213
4847-QNOKA,Bank transfer (automatic),P13214
2220-IAHLS,Credit card (automatic),P13215
1658-XUHBX,Credit card (automatic),P13216
6379-RXJRQ,Electronic check,P13217
2378-HTWFW,Credit card (automatic),P13218
8650-RHRKE,Electronic check,P13219
4377-VDHYI,Electronic check,P13220
0475-RIJEP,Electronic check,P13221
1260-TTRXI,Electronic check,P13222
3719-TDVQB,Mailed check,P13223
6328-ZPBGN,Bank transfer (automatic),P13224
0201-MIBOL,Bank transfer (automatic),P13225
4937-QPZPO,Electronic check,P13226
2925-VDZHY,Credit card (automatic),P13227
6981-TDRFT,Electronic check,P13228
3413-CSSTH,Bank transfer (automatic),P13229
8033-VCZGH,Electronic check,P13230
4789-KWMXN,Credit card (automatic),P13231
0224-NIJLP,Mailed check,P13232
7542-CYDDM,Mailed check,P13233
4718-WXBGI,Credit card (automatic),P13234
2867-UIMSS,Electronic check,P13235
8495-PRWFH,Electronic check,P13236
0439-IFYUN,Electronic check,P13237
5716-LIBJC,Credit card (automatic),P13238
2868-LLSKM,Bank transfer (automatic),P13239
8111-RKSPX,Bank transfer (automatic),P13240
2988-QRAJY,Credit card (automatic),P13241
1585-MQSSU,Mailed check,P13242
0071-NDAFP,Credit card (automatic),P13243
2856-NNASM,Mailed check,P13244
7328-ZJAJO,Credit card (automatic),P13245
6458-CYIDZ,Electronic check,P13246
8559-CIZFV,Mailed check,P13247
1090-PYKCI,Credit card (automatic),P13248
3058-WQDRE,Bank transfer (automatic),P13249
7547-EKNFS,Bank transfer (automatic),P13250
2279-AXJJK,Credit card (automatic),P13251
6769-DYBQN,Electronic check,P13252
0909-SELIE,Bank transfer (automatic),P13253
3417-TSCIC,Mailed check,P13254
1042-HFUCW,Credit card (automatic),P13255
4439-JMPMT,Electronic check,P13256
6537-OTKMY,Electronic check,P13257
8999-EXMNO,Mailed check,P13258
6725-TPKJO,Mailed check,P13259
2446-BEGGB,Electronic check,P13260
7162-WPHPM,Credit card (automatic),P13261
1599-MMYRQ,Credit card (automatic),P13262
8821-KVZKQ,Bank transfer (automatic),P13263
1496-GGSUK,Mailed check,P13264
6434-TTGJP,Credit card (automatic),P13265
0042-JVWOJ,Bank transfer (automatic),P13266
0130-SXOUN,Credit card (automatic),P13267
2575-GFSOE,Electronic check,P13268
2330-PQGDQ,Bank transfer (automatic),P13269
1452-UZOSF,Credit card (automatic),P13270
2097-YVPKN,Mailed check,P13271
2842-JTCCU,Bank transfer (automatic),P13272
8597-CTXVJ,Bank transfer (automatic),P13273
6631-HMANX,Credit card (automatic),P13274
9962-BFPDU,Mailed check,P13275
3296-SILRA,Mailed check,P13276
9681-OXGVC,Electronic check,P13277
6394-HHHZM,Mailed check,P13278
5995-LFTLE,Credit card (automatic),P13279
5180-UCIIQ,Mailed check,P13280
1932-UEDCX,Bank transfer (automatic),P13281
7153-OANIO,Electronic check,P13282
5188-HGMLP,Bank transfer (automatic),P13283
0665-XHDJU,Electronic check,P13284
6521-YYTYI,Electronic check,P13285
8878-HMWBV,Electronic check,P13286
8265-HKSOW,Credit card (automatic),P13287
3544-FBCAS,Credit card (automatic),P13288
5331-RGMTT,Credit card (automatic),P13289
4759-PXTAN,Electronic check,P13290
7054-DMVAS,Bank transfer (automatic),P13291
3428-MMGUB,Electronic check,P13292
6549-BTYPG,Credit card (automatic),P13293
7823-JSOAG,Electronic check,P13294
3705-RHRFR,Bank transfer (automatic),P13295
9374-YOLBJ,Electronic check,P13296
9074-KGVOX,Credit card (automatic),P13297
6128-DAFVY,Credit card (automatic),P13298
9933-QRGTX,Electronic check,P13299
4476-OSWTN,Mailed check,P13300
3751-KTZEL,Mailed check,P13301
1977-STDKI,Electronic check,P13302
5066-GFJMM,Mailed check,P13303
2661-GKBTK,Bank transfer (automatic),P13304
0458-HEUZG,Mailed check,P13305
7268-WNTCP,Bank transfer (automatic),P13306
0824-VWDPO,Bank transfer (automatic),P13307
8409-WQJUX,Electronic check,P13308
2578-JQPHZ,Bank transfer (automatic),P13309
3278-FSIXX,Mailed check,P13310
5813-UECBU,Credit card (automatic),P13311
0328-GRPMV,Electronic check,P13312
9746-UGFAC,Bank transfer (automatic),P13313
2946-KIQSP,Mailed check,P13314
0625-AFOHS,Mailed check,P13315
6726-WEXXK,Electronic check,P13316
4636-OLWOE,Electronic check,P13317
4342-HENTK,Electronic check,P13318
4685-ERGHK,Electronic check,P13319
0885-HMGPY,Bank transfer (automatic),P13320
5003-OKNNK,Credit card (automatic),P13321
4195-SMMNX,Mailed check,P13322
7208-PSIHR,Bank transfer (automatic),P13323
4012-ZTHBR,Electronic check,P13324
0489-WMEMG,Electronic check,P13325
7435-ZNUYY,Mailed check,P13326
1354-YZFNB,Credit card (automatic),P13327
6956-SMUCM,Credit card (automatic),P13328
2985-FMWYF,Electronic check,P13329
2812-ENYMO,Credit card (automatic),P13330
2717-HVIZY,Mailed check,P13331
3223-WZWJM,Electronic check,P13332
3422-GALYP,Electronic check,P13333
9053-JZFKV,Credit card (automatic),P13334
2530-ENDWQ,Bank transfer (automatic),P13335
2890-WFBHU,Credit card (automatic),P13336
0327-WFZSY,Electronic check,P13337
7977-HXJKU,Mailed check,P13338
6615-ZGEDR,Mailed check,P13339
7033-CLAMM,Bank transfer (automatic),P13340
4023-RTIQM,Credit card (automatic),P13341
0864-FVJNJ,Electronic check,P13342
7356-IWLFW,Bank transfer (automatic),P13343
9541-PWTWO,Bank transfer (automatic),P13344
3967-VQOGC,Mailed check,P13345
7872-RDDLZ,Electronic check,P13346
9250-WYPLL,Electronic check,P13347
6308-CQRBU,Electronic check,P13348
2754-XBHTB,Bank transfer (automatic),P13349
1597-LHYNC,Electronic check,P13350
0186-CAERR,Bank transfer (automatic),P13351
3043-SUDUA,Bank transfer (automatic),P13352
5442-BHQNG,Electronic check,P13353
2169-RRLFW,Credit card (automatic),P13354
5872-OEQNH,Electronic check,P13355
3162-KKZXO,Electronic check,P13356
7055-VKGDA,Credit card (automatic),P13357
0754-UKWQP,Electronic check,P13358
8873-GLDMH,Mailed check,P13359
5696-JVVQY,Credit card (automatic),P13360
8946-BFWSG,Mailed check,P13361
7493-TPUWZ,Electronic check,P13362
0547-HURJB,Credit card (automatic),P13363
8904-OPDCK,Bank transfer (automatic),P13364
8845-LWKGE,Electronic check,P13365
1577-HKTFG,Bank transfer (automatic),P13366
8752-STIVR,Electronic check,P13367
0691-NIKRI,Credit card (automatic),P13368
5022-JNQEQ,Electronic check,P13369
4558-FANTW,Electronic check,P13370
3249-VHRIP,Credit card (automatic),P13371
3736-BLEPA,Bank transfer (automatic),P13372
4701-LKOZD,Credit card (automatic),P13373
6603-QWSPR,Bank transfer (automatic),P13374
9921-QFQUL,Mailed check,P13375
1929-ZCBHE,Electronic check,P13376
4378-MYPGO,Bank transfer (automatic),P13377
8651-ENBZX,Electronic check,P13378
4129-LYCOI,Electronic check,P13379
7798-JVXYM,Electronic check,P13380
8647-SDTWQ,Electronic check,P13381
2696-ECXKC,Mailed check,P13382
2081-KJSQF,Mailed check,P13383
7623-TRNQN,Mailed check,P13384
3323-CPBWR,Credit card (automatic),P13385
9330-IJWIO,Electronic check,P13386
3384-CTMSF,Electronic check,P13387
0902-RFHOF,Mailed check,P13388
9286-DOJGF,Bank transfer (automatic),P13389
6048-QBXKL,Credit card (automatic),P13390
9661-MHUMO,Credit card (automatic),P13391
7718-RXDGG,Bank transfer (automatic),P13392
1025-FALIX,Credit card (automatic),P13393
3451-VAWLI,Credit card (automatic),P13394
3407-QGWLG,Mailed check,P13395
1842-EZJMK,Electronic check,P13396
2347-WKKAE,Electronic check,P13397
8735-DCXNF,Credit card (automatic),P13398
3214-IYUUQ,Bank transfer (automatic),P13399
1936-UAFEH,Credit card (automatic),P13400
3587-PMCOY,Electronic check,P13401
8079-XRJRS,Electronic check,P13402
1027-LKKQQ,Bank transfer (automatic),P13403
7148-XZPHA,Electronic check,P13404
8073-IJDCM,Mailed check,P13405
5309-TAIKL,Bank transfer (automatic),P13406
6856-RAURS,Mailed check,P13407
8778-LMWTJ,Electronic check,P13408
9717-IOAAF,Credit card (automatic),P13409
8884-ADFVN,Electronic check,P13410
2845-KDHVX,Mailed check,P13411
0848-SOMKO,Bank transfer (automatic),P13412
2720-WGKHP,Electronic check,P13413
6734-FQAJX,Electronic check,P13414
2869-ADAWR,Credit card (automatic),P13415
1535-VTJOQ,Credit card (automatic),P13416
6368-TZZDT,Credit card (automatic),P13417
0943-ZQPXH,Bank transfer (automatic),P13418
1293-BSEUN,Mailed check,P13419
9894-EZEWG,Credit card (automatic),P13420
1302-TPUBN,Bank transfer (automatic),P13421
7851-FLGGQ,Mailed check,P13422
0637-UBJRP,Electronic check,P13423
0940-OUQEC,Bank transfer (automatic),P13424
2378-VTKDH,Electronic check,P13425
0927-CNGRH,Mailed check,P13426
8608-OZTLB,Electronic check,P13427
2335-GSODA,Mailed check,P13428
1952-DVVSW,Mailed check,P13429
0702-PGIBZ,Electronic check,P13430
6656-GULJQ,Credit card (automatic),P13431
9853-JFZDU,Electronic check,P13432
1963-VAUKV,Mailed check,P13433
3777-XROBG,Credit card (automatic),P13434
6994-FGRHH,Electronic check,P13435
4000-VGMQP,Credit card (automatic),P13436
3999-WRNGR,Electronic check,P13437
3466-RITXD,Credit card (automatic),P13438
2680-XKKNJ,Bank transfer (automatic),P13439
3058-HJCUY,Electronic check,P13440
2974-GGUXS,Credit card (automatic),P13441
7994-XIRTR,Bank transfer (automatic),P13442
3259-FDWOY,Bank transfer (automatic),P13443
2101-RANCD,Electronic check,P13444
7921-BEPCI,Bank transfer (automatic),P13445
0807-ZABDG,Mailed check,P13446
8510-TMWYB,Bank transfer (automatic),P13447
3258-ZKPAI,Bank transfer (automatic),P13448
1428-IEDPR,Electronic check,P13449
5298-GSTLM,Bank transfer (automatic),P13450
4450-YOOHP,Credit card (automatic),P13451
6728-CZFEI,Mailed check,P13452
5748-RNCJT,Bank transfer (automatic),P13453
3653-NCRDJ,Mailed check,P13454
6121-TNHBO,Bank transfer (automatic),P13455
5119-NZPTV,Electronic check,P13456
6519-ZHPXP,Bank transfer (automatic),P13457
7739-LAXOG,Bank transfer (automatic),P13458
3472-QPRCH,Credit card (automatic),P13459
8224-UAXBZ,Electronic check,P13460
9610-WCESF,Electronic check,P13461
9776-CLUJA,Electronic check,P13462
2486-WYVVE,Mailed check,P13463
3865-ZYKAD,Credit card (automatic),P13464
1422-DGUBX,Electronic check,P13465
2999-AANRQ,Credit card (automatic),P13466
8668-KNZTI,Electronic check,P13467
0480-KYJVA,Credit card (automatic),P13468
6034-ZRYCV,Electronic check,P13469
9746-YKGXB,Bank transfer (automatic),P13470
3926-YZVVX,Bank transfer (automatic),P13471
6000-UKLWI,Mailed check,P13472
2079-FBMZK,Mailed check,P13473
6332-FBZRI,Credit card (automatic),P13474
2096-XOTMO,Mailed check,P13475
3266-FTKHB,Mailed check,P13476
8221-EQDGL,Mailed check,P13477
2346-LOCWC,Credit card (automatic),P13478
6608-QQLVK,Electronic check,P13479
0298-XACET,Mailed check,P13480
7560-QJAVJ,Bank transfer (automatic),P13481
2995-YWTCD,Bank transfer (automatic),P13482
3551-HUAZH,Electronic check,P13483
9137-UIYPG,Electronic check,P13484
2809-ZMYOQ,Electronic check,P13485
5084-OOVCJ,Credit card (automatic),P13486
0254-WWRKD,Credit card (automatic),P13487
7727-SHVZV,Bank transfer (automatic),P13488
6302-JGYRJ,Mailed check,P13489
5339-PXDVH,Electronic check,P13490
2205-LPVGL,Bank transfer (automatic),P13491
8782-NUUOL,Mailed check,P13492
3685-YLCMQ,Electronic check,P13493
7601-WFVZV,Mailed check,P13494
4609-KNNWG,Mailed check,P13495
4868-AADLV,Electronic check,P13496
9529-OFXHY,Bank transfer (automatic),P13497
8634-MPHTR,Electronic check,P13498
2669-QVCRG,Credit card (automatic),P13499
2478-EEWWM,Electronic check,P13500
9174-IHETN,Credit card (automatic),P13501
2233-TXSIU,Credit card (automatic),P13502
9644-UMGQA,Electronic check,P13503
3256-EZDBI,Credit card (automatic),P13504
8761-NSOBC,Electronic check,P13505
0419-YAAPX,Credit card (automatic),P13506
8413-VONUO,Electronic check,P13507
0872-CASZJ,Mailed check,P13508
4726-DLWQN,Bank transfer (automatic),P13509
8164-OCKUJ,Mailed check,P13510
3094-JOJAI,Mailed check,P13511
9494-MRNYX,Electronic check,P13512
2599-CZABP,Electronic check,P13513
7945-PRBVF,Bank transfer (automatic),P13514
4544-RXFMG,Mailed check,P13515
0859-YGKFW,Bank transfer (automatic),P13516
1150-FTQGN,Bank transfer (automatic),P13517
9223-UCPVT,Electronic check,P13518
7196-LIWRH,Mailed check,P13519
5448-VWNAM,Mailed check,P13520
1177-XZBJL,Bank transfer (automatic),P13521
3518-FSTWG,Bank transfer (automatic),P13522
9330-VOFSZ,Credit card (automatic),P13523
4351-QLCSU,Credit card (automatic),P13524
0939-EREMR,Mailed check,P13525
9389-ACWBI,Credit card (automatic),P13526
5419-JPRRN,Electronic check,P13527
3644-QXEHN,Electronic check,P13528
2911-IJORQ,Bank transfer (automatic),P13529
5921-NGYRH,Mailed check,P13530
2100-BDNSN,Bank transfer (automatic),P13531
5998-DZLYR,Bank transfer (automatic),P13532
0488-GSLFR,Electronic check,P13533
9318-NKNFC,Mailed check,P13534
3985-HOYPM,Mailed check,P13535
9728-FTTVZ,Electronic check,P13536
9548-LERKT,Mailed check,P13537
6576-FBXOJ,Electronic check,P13538
4310-KEDTB,Mailed check,P13539
7254-IQWOZ,Electronic check,P13540
2474-BRUCM,Electronic check,P13541
4062-HBMOS,Electronic check,P13542
0742-NXBGR,Electronic check,P13543
2676-ISHSF,Mailed check,P13544
9236-NDUCW,Mailed check,P13545
4753-PADAS,Bank transfer (automatic),P13546
6103-QCKFX,Bank transfer (automatic),P13547
7781-EWARA,Electronic check,P13548
6110-OHIHY,Electronic check,P13549
7018-FPXHH,Bank transfer (automatic),P13550
5889-LFOLL,Electronic check,P13551
5708-EVONK,Bank transfer (automatic),P13552
8708-XPXHZ,Electronic check,P13553
0616-ATFGB,Electronic check,P13554
0572-ZJKLT,Mailed check,P13555
5135-RDDQL,Bank transfer (automatic),P13556
1353-LJWEM,Electronic check,P13557
1794-SWWKL,Bank transfer (automatic),P13558
6166-YIPFO,Electronic check,P13559
7016-BPGEU,Credit card (automatic),P13560
6876-ADESB,Electronic check,P13561
9332-GYWLO,Electronic check,P13562
1963-SVUCV,Electronic check,P13563
4184-VODJZ,Electronic check,P13564
0220-EBGCE,Electronic check,P13565
1092-WPIVQ,Mailed check,P13566
7233-IOQNP,Bank transfer (automatic),P13567
2834-JKOOW,Mailed check,P13568
2754-VDLTR,Electronic check,P13569
2400-FEQME,Mailed check,P13570
3190-XFANI,Bank transfer (automatic),P13571
7551-DACSP,Mailed check,P13572
4957-SREEC,Credit card (automatic),P13573
7235-NXZCP,Mailed check,P13574
0230-UBYPQ,Bank transfer (automatic),P13575
4923-ADWXJ,Bank transfer (automatic),P13576
1763-KUAAW,Bank transfer (automatic),P13577
1104-TNLZA,Electronic check,P13578
5195-KPUNQ,Mailed check,P13579
0520-FDVVT,Bank transfer (automatic),P13580
3439-GVUSX,Mailed check,P13581
1444-VVSGW,Credit card (automatic),P13582
5712-PTIWW,Electronic check,P13583
5949-HGVJL,Electronic check,P13584
5203-XEHAX,Electronic check,P13585
1635-HDGFT,Mailed check,P13586
3315-TOTBP,Mailed check,P13587
8050-XGRVL,Credit card (automatic),P13588
6661-HBGWL,Bank transfer (automatic),P13589
1518-VOWAV,Electronic check,P13590
9828-QHFBK,Electronic check,P13591
3908-MKIMJ,Electronic check,P13592
5012-YSPJJ,Mailed check,P13593
5909-ECHUI,Electronic check,P13594
1309-BXVOQ,Electronic check,P13595
6728-VOIFY,Electronic check,P13596
9317-WZPGV,Bank transfer (automatic),P13597
4891-NLUBA,Bank transfer (automatic),P13598
2856-HYAPG,Electronic check,P13599
8969-PRHFK,Mailed check,P13600
0661-KQHNK,Credit card (automatic),P13601
8709-KRDVL,Electronic check,P13602
4488-PSYCG,Bank transfer (automatic),P13603
1427-VERSM,Electronic check,P13604
9801-NOSHQ,Mailed check,P13605
6339-YPSAH,Electronic check,P13606
3621-CEOVK,Electronic check,P13607
6906-ANDWJ,Bank transfer (automatic),P13608
2159-TURXX,Credit card (automatic),P13609
1548-FEHVL,Electronic check,P13610
3795-CAWEX,Credit card (automatic),P13611
6215-NQCPY,Electronic check,P13612
5647-URDKA,Mailed check,P13613
2229-DPMBI,Mailed check,P13614
9626-WEQRM,Mailed check,P13615
2188-SXWVT,Mailed check,P13616
6258-PVZWJ,Credit card (automatic),P13617
1094-BKOSX,Bank transfer (automatic),P13618
6969-MVBAI,Electronic check,P13619
2978-XXSOG,Mailed check,P13620
2342-CKIAO,Mailed check,P13621
6953-PBDIN,Bank transfer (automatic),P13622
3898-BSJYF,Credit card (automatic),P13623
3938-YFPXD,Credit card (automatic),P13624
7696-AMHOD,Credit card (automatic),P13625
2453-SAFNS,Mailed check,P13626
9558-IHEZX,Credit card (automatic),P13627
9617-UDPEU,Mailed check,P13628
6340-DACFT,Credit card (automatic),P13629
4955-VCWBI,Mailed check,P13630
6813-GZQCG,Credit card (automatic),P13631
7426-GSWPO,Bank transfer (automatic),P13632
3389-KTRXV,Mailed check,P13633
3118-UHVVQ,Credit card (automatic),P13634
1031-IIDEO,Electronic check,P13635
5832-XKAES,Credit card (automatic),P13636
3205-MXZRA,Credit card (automatic),P13637
4701-AHWMW,Bank transfer (automatic),P13638
8317-BVKSO,Electronic check,P13639
5702-KVQRD,Electronic check,P13640
0083-PIVIK,Electronic check,P13641
9210-IAHGH,Credit card (automatic),P13642
6169-PGNCD,Credit card (automatic),P13643
0023-XUOPT,Electronic check,P13644
4592-IWTJI,Credit card (automatic),P13645
4909-JOUPP,Credit card (automatic),P13646
4657-FWVFY,Credit card (automatic),P13647
2257-BOVXD,Credit card (automatic),P13648
7729-JTEEC,Electronic check,P13649
7632-MNYOY,Credit card (automatic),P13650
6518-LGAOV,Electronic check,P13651
7242-QZLXF,Electronic check,P13652
4576-CSAJH,Credit card (automatic),P13653
1000-AJSLD,Mailed check,P13654
9696-RMYBA,Mailed check,P13655
8690-UPCZI,Bank transfer (automatic),P13656
1062-LHZOD,Mailed check,P13657
9770-LXDBK,Mailed check,P13658
4086-WITJG,Credit card (automatic),P13659
8344-WFMFH,Electronic check,P13660
9600-NAXZN,Electronic check,P13661
8822-KNBHV,Credit card (automatic),P13662
8404-FYDIB,Credit card (automatic),P13663
2791-SFVEW,Bank transfer (automatic),P13664
6457-USBER,Electronic check,P13665
6762-NSODU,Credit card (automatic),P13666
4662-EKDPQ,Bank transfer (automatic),P13667
9248-OJYKK,Electronic check,P13668
9888-ZCUMM,Bank transfer (automatic),P13669
3398-FSHON,Electronic check,P13670
3319-DWOEP,Electronic check,P13671
1074-WVEVG,Mailed check,P13672
9979-RGMZT,Mailed check,P13673
6437-UDQJM,Credit card (automatic),P13674
1226-IENZN,Electronic check,P13675
2108-GLPQB,Credit card (automatic),P13676
9259-PACGQ,Electronic check,P13677
4415-IJZTP,Electronic check,P13678
1465-VINDH,Credit card (automatic),P13679
5474-LAMUQ,Mailed check,P13680
3468-DRVQJ,Electronic check,P13681
1122-YJBCS,Credit card (automatic),P13682
